Player,Team,RATT,RYDS,RTDS,REC,CYDS,CTDS,FL,FPTS,POS,RBTrueFPTs,RBRank,VORP,WRTrueFPTs,WRRank,PATT,CMP,PYDS,PTDS,INTS,QBTrueFPTs,QBRank,TETrueFPTs,TERank
Darren Waller,LV,,,,100.3,1144.7,7.1,0.9,155.6,TE,,,65.85999999999997,,,,,,,,,,180.34499999999997,3.0
Mark Andrews,BAL,,,,69.8,849.8,8.1,0.9,131.9,TE,,,34.74499999999996,,,,,,,,,,149.22999999999996,4.0
Kyle Pitts,ATL,,,,69.0,832.7,6.4,1.2,119.1,TE,,,22.03500000000001,,,,,,,,,,136.52,5.0
T.J. Hockenson,DET,,,,75.4,835.7,5.2,0.8,113.3,TE,,,17.53500000000001,,,,,,,,,,132.02,6.0
Dallas Goedert,PHI,,,,63.8,704.4,5.2,0.7,99.9,TE,,,1.7049999999999983,,,,,,,,,,116.19,7.0
Robert Tonyan,GB,,,,55.6,609.2,6.5,0.1,99.5,TE,,,-0.8649999999999807,,,,,,,,,,113.62000000000002,9.0
Tyler Higbee,LAR,,,,60.9,680.6,5.4,0.6,99.1,TE,,,0.0,,,,,,,,,,114.485,8.0
Noah Fant,DEN,,,,63.0,702.1,4.5,0.7,95.9,TE,,,-2.924999999999997,,,,,,,,,,111.56,10.0
Logan Thomas,WAS,,,,63.1,648.9,5.0,0.6,93.4,TE,,,-5.019999999999996,,,,,,,,,,109.465,11.0
Mike Gesicki,MIA,,,,55.4,619.4,5.3,0.7,92.2,TE,,,-8.295000000000016,,,,,,,,,,106.18999999999998,12.0
Irv Smith Jr.,MIN,,,,52.6,582.1,5.6,0.7,90.2,TE,,,-10.924999999999997,,,,,,,,,,103.56,13.0
Rob Gronkowski,TB,,,,42.1,549.3,5.6,0.2,88.1,TE,,,-15.829999999999998,,,,,,,,,,98.655,14.0
Jared Cook,LAC,,,,46.0,575.9,5.1,0.6,87.1,TE,,,-15.995000000000005,,,,,,,,,,98.49,15.0
Eric Ebron,PIT,,,,57.9,572.1,4.5,0.7,82.8,TE,,,-17.200000000000003,,,,,,,,,,97.285,16.0
Hunter Henry,NE,,,,53.7,583.5,4.2,0.6,82.3,TE,,,-18.709999999999994,,,,,,,,,,95.775,17.0
Blake Jarwin,DAL,,,,50.9,574.7,4.2,0.7,81.2,TE,,,-20.489999999999995,,,,,,,,,,93.995,19.0
Jonnu Smith,NE,,,,53.5,562.2,4.4,0.7,81.1,TE,,,-19.89,,,,,,,,,,94.595,18.0
Adam Trautman,NO,,,,51.3,561.3,4.2,0.7,79.9,TE,,,-21.730000000000004,,,,,,,,,,92.755,21.0
Evan Engram,NYG,,,,57.5,582.7,3.6,0.7,78.7,TE,,,-21.64,,,,,,,,,,92.845,20.0
Anthony Firkser,TEN,,,,49.3,529.6,3.9,0.1,76.2,TE,,,-25.999999999999986,,,,,,,,,,88.48500000000001,22.0
Austin Hooper,CLE,,,,48.6,487.1,4.4,0.6,73.8,TE,,,-28.424999999999983,,,,,,,,,,86.06000000000002,23.0
Cole Kmet,CHI,,,,48.3,482.5,3.7,1.2,68.2,TE,,,-34.36,,,,,,,,,,80.125,25.0
Zach Ertz,PHI,,,,48.1,491.4,3.4,0.6,68.2,TE,,,-34.120000000000005,,,,,,,,,,80.365,24.0
Gerald Everett,SEA,,,,41.9,432.2,3.9,0.6,65.5,TE,,,-38.59,,,,,,,,,,75.895,26.0
Jordan Akins,HOU,,,,44.0,467.1,2.8,0.1,63.4,TE,,,-40.175,,,,,,,,,,74.31,27.0
Dawson Knox,BUF,,,,33.4,384.1,3.5,0.6,58.3,TE,,,-47.925,,,,,,,,,,66.56,29.0
Hayden Hurst,ATL,,,,38.5,405.1,2.9,0.1,58.1,TE,,,-47.150000000000006,,,,,,,,,,67.335,28.0
C.J. Uzomah,CIN,,,,36.7,357.0,3.2,0.1,55.0,TE,,,-50.61,,,,,,,,,,63.875,30.0
Chris Herndon IV,NYJ,,,,37.9,381.8,3.0,1.6,53.1,TE,,,-52.03,,,,,,,,,,62.455,31.0
Jack Doyle,IND,,,,32.6,336.5,3.0,0.1,51.5,TE,,,-54.885000000000005,,,,,,,,,,59.599999999999994,32.0
Will Dissly,SEA,,,,30.2,317.3,3.0,0.1,49.6,TE,,,-57.405,,,,,,,,,,57.08,33.0
Donald Parham Jr.,LAC,,,,28.0,339.2,2.5,0.1,48.7,TE,,,-58.765,,,,,,,,,,55.72,34.0
Mo Alie-Cox,IND,,,,31.5,340.5,2.4,0.6,47.5,TE,,,-59.36,,,,,,,,,,55.125,35.0
O.J. Howard,TB,,,,26.7,338.9,2.5,0.7,47.3,TE,,,-60.32,,,,,,,,,,54.165,36.0
Dan Arnold,CAR,,,,27.2,342.1,2.3,0.7,46.5,TE,,,-61.075,,,,,,,,,,53.41,37.0
David Njoku,CLE,,,,23.4,252.8,2.6,0.0,40.6,TE,,,-67.755,,,,,,,,,,46.730000000000004,38.0
Jimmy Graham,CHI,,,,23.2,242.7,2.6,0.1,39.8,TE,,,-69.015,,,,,,,,,,45.47,40.0
Jacob Hollister,BUF,,,,29.1,264.0,2.3,0.6,39.2,TE,,,-68.21000000000001,,,,,,,,,,46.275,39.0
Tyler Conklin,MIN,,,,25.4,267.1,2.0,0.1,38.7,TE,,,-69.625,,,,,,,,,,44.86000000000001,41.0
Dalton Schultz,DAL,,,,23.4,243.7,2.0,0.1,36.3,TE,,,-72.465,,,,,,,,,,42.02,42.0
Maxx Williams,ARI,,,,21.4,236.9,2.0,0.1,35.3,TE,,,-73.64500000000001,,,,,,,,,,40.839999999999996,43.0
Nick Boyle,BAL,,,,23.2,216.9,2.1,0.0,34.2,TE,,,-74.395,,,,,,,,,,40.09,44.0
Geoff Swaim,TEN,,,,23.2,216.6,1.8,0.1,32.2,TE,,,-76.42500000000001,,,,,,,,,,38.059999999999995,45.0
Kyle Rudolph,NYG,,,,23.1,212.2,1.8,0.1,31.7,TE,,,-76.89000000000001,,,,,,,,,,37.59499999999999,46.0
Cameron Brate,TB,,,,22.0,206.1,1.8,0.0,31.1,TE,,,-77.575,,,,,,,,,,36.91,47.0
Drew Sample,CIN,,,,24.5,231.3,1.4,0.6,30.5,TE,,,-78.03,,,,,,,,,,36.455,48.0
James O'Shaughnessy,JAC,,,,23.2,228.5,1.0,0.1,28.8,TE,,,-80.035,,,,,,,,,,34.449999999999996,49.0
Darren Fells,DET,,,,18.2,188.5,1.6,0.0,28.3,TE,,,-81.485,,,,,,,,,,33.0,50.0
Harrison Bryant,CLE,,,,18.2,196.1,1.8,1.1,28.0,TE,,,-81.725,,,,,,,,,,32.76,51.0
Foster Moreau,LV,,,,13.9,152.1,2.1,0.1,27.9,TE,,,-83.39999999999999,,,,,,,,,,31.085000000000004,52.0
Adam Shaheen,MIA,,,,16.2,164.4,1.9,1.0,25.5,TE,,,-84.595,,,,,,,,,,29.89,53.0
Ryan Izzo,HOU,,,,12.9,213.0,1.0,1.0,25.3,TE,,,-85.96,,,,,,,,,,28.525000000000002,57.0
Tyler Kroft,NYJ,,,,14.7,149.2,1.7,0.1,25.1,TE,,,-85.89,,,,,,,,,,28.595,56.0
Pat Freiermuth,PIT,,,,19.8,178.3,1.3,0.5,24.7,TE,,,-84.905,,,,,,,,,,29.580000000000002,54.0
Hunter Long,MIA,,,,18.6,175.7,1.3,0.5,24.1,TE,,,-85.465,,,,,,,,,,29.020000000000003,55.0
Albert Okwuegbunam,DEN,,,,15.3,160.9,1.3,0.1,23.7,TE,,,-86.97,,,,,,,,,,27.515,59.0
Pharaoh Brown,HOU,,,,15.0,162.4,1.2,0.1,23.3,TE,,,-87.495,,,,,,,,,,26.990000000000002,60.0
Ian Thomas,CAR,,,,17.7,157.2,1.3,0.0,23.2,TE,,,-86.53999999999999,,,,,,,,,,27.945,58.0
Chris Manhertz,JAC,,,,15.9,158.4,1.0,0.0,21.7,TE,,,-88.66999999999999,,,,,,,,,,25.815000000000005,61.0
Marcedes Lewis,GB,,,,11.5,121.4,1.4,0.0,20.6,TE,,,-91.07,,,,,,,,,,23.415,63.0
Noah Gray,KC,,,,14.4,146.7,1.1,0.5,20.4,TE,,,-90.615,,,,,,,,,,23.87,62.0
Matt Sokol,LAC,,,,13.0,140.0,1.0,0.0,20.0,TE,,,-91.235,,,,,,,,,,23.25,64.0
Reggie Gilliam,BUF,,,,11.0,77.0,2.0,0.0,19.7,TE,,,-92.035,,,,,,,,,,22.45,67.0
Darrell Daniels,ARI,,,,12.8,136.3,1.0,0.1,19.5,TE,,,-91.85499999999999,,,,,,,,,,22.630000000000003,65.0
Brevin Jordan,HOU,,,,12.8,131.2,1.2,0.5,19.4,TE,,,-91.965,,,,,,,,,,22.52,66.0
Kyle Markway,LAR,,,,13.0,130.0,1.0,0.0,19.0,TE,,,-92.235,,,,,,,,,,22.25,68.0
Jacob Harris,LAR,,,,10.7,136.9,0.8,0.0,18.3,TE,,,-93.32,,,,,,,,,,21.165000000000003,72.0
Kahale Warring,HOU,,,,13.0,133.5,0.8,0.0,18.3,TE,,,-93.085,,,,,,,,,,21.400000000000002,69.0
Thaddeus Moss,CIN,,,,13.0,121.0,1.0,0.0,18.1,TE,,,-93.13499999999999,,,,,,,,,,21.35,70.0
Nick Vannett,NO,,,,11.6,124.7,1.0,0.1,18.0,TE,,,-93.315,,,,,,,,,,21.169999999999998,71.0
Ryan Griffin,NYJ,,,,11.2,106.5,1.2,0.0,17.6,TE,,,-93.835,,,,,,,,,,20.650000000000002,74.0
Kylen Granson,IND,,,,13.1,136.5,0.7,0.1,17.4,TE,,,-93.56,,,,,,,,,,20.925,73.0
Hunter Bryant,DET,,,,10.4,122.8,0.8,0.0,17.2,TE,,,-94.80499999999999,,,,,,,,,,19.680000000000003,79.0
Ross Dwelley,SF,,,,11.4,120.0,0.9,0.0,17.2,TE,,,-94.235,,,,,,,,,,20.25,75.0
Devin Asiasi,NE,,,,10.4,117.0,1.1,0.5,17.1,TE,,,-94.585,,,,,,,,,,19.900000000000002,78.0
Brycen Hopkins,LAR,,,,12.5,127.8,0.7,0.1,16.9,TE,,,-94.58,,,,,,,,,,19.905,77.0
Durham Smythe,MIA,,,,13.1,107.9,1.0,0.0,16.4,TE,,,-94.42,,,,,,,,,,20.064999999999998,76.0
Austin Fort,DEN,,,,10.0,102.0,1.0,0.0,16.2,TE,,,-95.785,,,,,,,,,,18.700000000000003,83.0
Derek Carrier,LV,,,,10.0,92.0,1.2,0.0,16.1,TE,,,-95.58500000000001,,,,,,,,,,18.9,81.0
Luke Farrell,JAC,,,,13.8,130.0,0.7,0.5,16.0,TE,,,-94.83500000000001,,,,,,,,,,19.65,80.0
Caleb Wilson,PHI,,,,10.0,97.0,1.0,0.0,15.7,TE,,,-96.285,,,,,,,,,,18.200000000000003,84.0
Stephen Carlson,CLE,,,,8.1,88.1,1.1,0.0,15.4,TE,,,-97.05,,,,,,,,,,17.435,85.0
John Bates,WAS,,,,12.4,119.1,0.8,0.5,15.4,TE,,,-95.675,,,,,,,,,,18.810000000000002,82.0
Jace Sternberger,GB,,,,9.6,88.5,1.0,0.0,15.0,TE,,,-97.235,,,,,,,,,,17.25,86.0
Blake Bell,KC,,,,10.0,94.9,0.7,0.0,13.9,TE,,,-98.295,,,,,,,,,,16.189999999999998,87.0
Jordan Thomas,IND,,,,8.3,74.0,0.7,0.0,11.8,TE,,,-100.81,,,,,,,,,,13.675,88.0
Tre' McKitty,LAC,,,,7.7,81.6,0.4,0.0,10.6,TE,,,-102.0,,,,,,,,,,12.485000000000001,90.0
Tommy Sweeney,BUF,,,,6.0,75.5,0.5,0.0,10.6,TE,,,-102.435,,,,,,,,,,12.05,92.0
Evan Baylis,KC,,,,6.9,72.0,0.6,0.0,10.6,TE,,,-101.96,,,,,,,,,,12.525,89.0
J.P. Holtz,CHI,,,,5.9,73.3,0.5,0.0,10.3,TE,,,-102.68,,,,,,,,,,11.805,94.0
Jeremy Sprinkle,DAL,,,,6.9,71.4,0.5,0.0,10.1,TE,,,-102.62,,,,,,,,,,11.865,93.0
Tommy Tremble,CAR,,,,8.6,85.4,0.4,0.5,9.9,TE,,,-102.395,,,,,,,,,,12.090000000000002,91.0
Daniel Brown,NYJ,,,,5.4,63.7,0.5,0.0,9.4,TE,,,-103.765,,,,,,,,,,10.72,96.0
Richard Rodgers,PHI,,,,5.0,65.7,0.5,0.0,9.4,TE,,,-103.66499999999999,,,,,,,,,,10.82,95.0
Noah Togiai,IND,,,,6.4,60.9,0.5,0.0,9.2,TE,,,-103.795,,,,,,,,,,10.69,97.0
Charlie Woerner,SF,,,,5.4,63.9,0.4,0.0,9.0,TE,,,-104.345,,,,,,,,,,10.14,99.0
Stephen Anderson,LAC,,,,5.3,65.6,0.4,0.0,9.0,TE,,,-104.2,,,,,,,,,,10.285,98.0
Johnny Mundt,LAR,,,,5.3,57.0,0.5,0.0,8.5,TE,,,-104.46000000000001,,,,,,,,,,10.024999999999999,101.0
Antony Auclair,HOU,,,,4.9,54.6,0.5,0.0,8.5,TE,,,-104.8,,,,,,,,,,9.685,102.0
Zach Gentry,PIT,,,,6.1,55.0,0.5,0.0,8.3,TE,,,-104.46,,,,,,,,,,10.025,100.0
Colby Parkinson,SEA,,,,4.9,51.1,0.5,0.0,8.3,TE,,,-105.15,,,,,,,,,,9.334999999999999,104.0
Jesse James,CHI,,,,6.1,51.4,0.5,0.0,8.0,TE,,,-104.82,,,,,,,,,,9.665000000000001,103.0
Josiah Deguara,GB,,,,4.3,47.1,0.4,0.1,7.0,TE,,,-106.5,,,,,,,,,,7.985,105.0
Josh Oliver,BAL,,,,4.0,41.6,0.4,0.0,6.6,TE,,,-106.925,,,,,,,,,,7.5600000000000005,106.0
Demetrius Harris,ARI,,,,3.6,38.6,0.4,0.0,6.4,TE,,,-107.325,,,,,,,,,,7.160000000000001,107.0
Ben Ellefson,JAC,,,,4.2,42.0,0.3,0.0,6.2,TE,,,-107.435,,,,,,,,,,7.05,108.0
Luke Stocker,TEN,,,,3.9,37.8,0.4,0.1,5.9,TE,,,-107.53,,,,,,,,,,6.954999999999999,109.0
Tyree Jackson,PHI,,,,3.6,39.1,0.3,0.0,5.6,TE,,,-107.875,,,,,,,,,,6.61,110.0
Mason Schreck,CIN,,,,3.5,36.2,0.3,0.0,5.2,TE,,,-108.19,,,,,,,,,,6.295,111.0
Alize Mack,DET,,,,4.0,39.4,0.2,0.0,5.1,TE,,,-108.345,,,,,,,,,,6.140000000000001,112.0
Dominique Dafney,GB,,,,2.4,25.7,0.2,0.0,3.9,TE,,,-110.115,,,,,,,,,,4.37,114.0
Lee Smith,ATL,,,,2.6,24.9,0.2,0.0,3.6,TE,,,-110.145,,,,,,,,,,4.340000000000001,115.0
Garrett Griffin,NO,,,,2.3,25.6,0.2,0.0,3.6,TE,,,-110.15,,,,,,,,,,4.335000000000001,116.0
Sean McKeon,DAL,,,,2.6,26.7,0.2,0.0,3.5,TE,,,-109.965,,,,,,,,,,4.5200000000000005,113.0
Trevon Wesco,NYJ,,,,2.3,24.3,0.1,0.0,3.1,TE,,,-110.88,,,,,,,,,,3.6050000000000004,118.0
Cethan Carter,MIA,,,,2.4,24.2,0.1,0.0,3.1,TE,,,-110.865,,,,,,,,,,3.62,117.0
Eric Saubert,DEN,,,,2.3,22.7,0.1,0.0,3.1,TE,,,-111.03999999999999,,,,,,,,,,3.4450000000000003,119.0
Kaden Smith,NYG,,,,2.5,22.1,0.1,0.0,3.0,TE,,,-111.05,,,,,,,,,,3.4350000000000005,120.0
Ricky Seals-Jones,WAS,,,,1.5,18.3,0.2,0.0,2.9,TE,,,-111.08,,,,,,,,,,3.4050000000000002,121.0
Zach Davidson,MIN,,,,1.7,17.6,0.1,0.0,2.6,TE,,,-111.7,,,,,,,,,,2.785,125.0
Tanner Hudson,TB,,,,1.5,15.7,0.2,0.0,2.5,TE,,,-111.34,,,,,,,,,,3.1450000000000005,122.0
Deon Yelder,WAS,,,,1.3,14.1,0.2,0.0,2.4,TE,,,-111.55,,,,,,,,,,2.9350000000000005,123.0
Troy Fumagalli,NE,,,,1.4,12.7,0.2,0.0,2.2,TE,,,-111.66499999999999,,,,,,,,,,2.8200000000000003,124.0
Temarrick Hemingway,WAS,,,,1.4,16.1,0.1,0.0,2.0,TE,,,-111.925,,,,,,,,,,2.5600000000000005,126.0
Brandon Dillon,MIN,,,,1.3,13.8,0.1,0.0,2.0,TE,,,-112.17999999999999,,,,,,,,,,2.305,127.0
Eric Tomlinson,BAL,,,,1.2,11.7,0.1,0.0,1.6,TE,,,-112.415,,,,,,,,,,2.07,129.0
Matt LaCosse,NE,,,,1.2,12.8,0.1,0.0,1.6,TE,,,-112.30499999999999,,,,,,,,,,2.18,128.0
Codey McElroy,TB,,,,0.9,8.6,0.1,0.0,1.5,TE,,,-112.8,,,,,,,,,,1.685,130.0
Isaac Nauta,GB,,,,0.8,8.3,0.1,0.0,1.4,TE,,,-112.855,,,,,,,,,,1.6300000000000001,131.0
Kevin Rader,PIT,,,,0.9,8.8,0.0,0.0,1.1,TE,,,-113.38,,,,,,,,,,1.1050000000000002,133.0
Tyrone Swoopes,WAS,,,,0.9,9.6,0.0,0.0,1.0,TE,,,-113.3,,,,,,,,,,1.185,132.0
Jordan Franks,CLE,,,,0.8,8.0,0.0,0.0,0.9,TE,,,-113.485,,,,,,,,,,1.0,139.0
Jason Croom,PHI,,,,0.8,8.5,0.0,0.0,0.9,TE,,,-113.435,,,,,,,,,,1.05,136.5
Jesper Horsted,CHI,,,,0.8,8.5,0.0,0.0,0.8,TE,,,-113.435,,,,,,,,,,1.05,136.5
Tim Tebow,JAC,,,,0.9,8.4,0.0,0.0,0.8,TE,,,-113.42,,,,,,,,,,1.0650000000000002,134.5
Hakeem Butler,PHI,,,,0.8,8.4,0.0,0.0,0.8,TE,,,-113.445,,,,,,,,,,1.04,138.0
MyCole Pruitt,SF,,,,0.9,8.4,0.0,0.0,0.8,TE,,,-113.42,,,,,,,,,,1.0650000000000002,134.5
Cole Hikutini,NYG,,,,0.8,7.2,0.0,0.0,0.7,TE,,,-113.565,,,,,,,,,,0.9200000000000002,140.0
Colin Thompson,CAR,,,,0.7,6.8,0.0,0.0,0.7,TE,,,-113.63,,,,,,,,,,0.855,141.0
